record_id,country,state_emirate,city_tier,economic_zone,industry,company_size,job_category,job_title,job_level,age_group,gender,education_level,years_of_experience,employment_type,remote_work_percentage,automation_risk_score,ai_augmentation_potential,ai_exposure_index,task_automation_percentage,ai_collaboration_score,company_ai_adoption_level,ai_tool_usage_frequency,generative_ai_usage,ai_implementation_year,job_transformation_stage,primary_skill_type,technical_skill_score,soft_skill_score,digital_literacy_score,ai_literacy_score,skill_gap_index,reskilling_urgency_score,annual_training_hours,employer_training_investment_usd,certifications_held,annual_salary_usd,salary_growth_rate_yoy,job_security_index,job_displacement_probability,career_growth_potential,new_role_emergence_score,productivity_index,productivity_change_with_ai,labor_market_demand_index,wage_premium_for_ai_skills,observation_year,demand_forecast_2025,demand_forecast_2030,estimated_years_to_significant_automation,workforce_transition_timeline,projected_salary_2030_usd,ai_anxiety_level,ai_optimism_level,reskilling_willingness,technology_acceptance_score,job_satisfaction_score,work_life_balance_score,ai_benefit_perception,career_pivot_consideration,company_ai_investment_millions,department,team_size,ai_tools_available_count,organizational_ai_culture_score
51,India,Chandigarh,Tier 1,Administrative,Technology,Enterprise,Creative & Design,Art Director,Entry,35-44,Female,High School,15,Gig,68,11.6,97.0,81.1,19.3,84.3,98.7,Weekly,False,2021,Pre-AI,Creative,59.4,38.8,75.5,47.2,36.7,28.4,104,14357.03,6,15292,17.9,78.0,0.0,65.0,68.6,134.9,43.5,100.0,16.4,2024,High Growth,Stable,12,Short-term (1-2yr),20209,3,3,3,100.0,56.6,75.5,Positive,False,2773.66,Operations,58,11,99.0
52,UAE,Abu Dhabi,Major,Administrative,Healthcare,Enterprise,Research & Development,Research Associate,Mid,35-44,Female,Bachelor,13,Full-time,39,52.4,100.0,75.9,46.8,71.8,100.0,Rarely,False,2020,Optimized,Technical,70.4,71.2,97.6,64.3,18.1,17.1,92,25000.0,4,85400,4.2,50.4,35.9,100.0,88.7,117.5,44.1,56.1,39.1,2022,High Growth,Growing,6,Short-term (1-2yr),117324,3,3,5,97.9,72.7,78.8,Positive,True,1688.09,Engineering,217,13,100.0
53,India,Tamil Nadu,Tier 1,Tech Hub,Manufacturing,Large,Engineering & Technical,Systems Administrator,Lead,45-54,Male,Bachelor,29,Freelance,42,47.0,100.0,88.5,56.1,82.9,82.5,Never,True,2020,Early Adoption,Technical,100.0,83.2,100.0,85.9,10.3,8.6,45,8216.97,9,57186,12.2,75.6,19.9,71.6,75.5,122.5,33.0,57.1,30.3,2027,High Growth,Declining,8,Short-term (1-2yr),64352,3,4,3,97.8,53.8,58.6,Positive,False,483.19,Human Resources,78,7,100.0
54,India,Andhra Pradesh,Tier 2,Tech Hub,Professional Services,Enterprise,Research & Development,Product Manager,Junior,25-34,Male,Master,7,Full-time,29,17.3,100.0,64.6,16.5,62.1,83.0,Weekly,True,2021,Scaling,Technical,57.8,67.8,81.6,63.8,46.1,39.3,89,15328.54,1,16253,12.5,78.5,14.2,84.0,59.1,113.6,50.5,74.6,27.9,2021,Stable,Stable,20,Long-term (5-10yr),13541,2,4,4,92.7,75.7,50.4,Positive,False,2192.54,Engineering,60,12,86.2
55,UAE,Dubai,Major,Financial Center,Media & Entertainment,Large,Engineering & Technical,QA Engineer,Mid,25-34,Male,High School,4,Full-time,57,65.7,85.8,72.9,64.1,52.6,86.3,Daily,True,2015,Scaling,Technical,62.9,43.1,48.2,52.4,47.1,48.4,133,19030.75,0,66705,6.8,39.3,48.2,100.0,62.6,105.1,5.0,87.4,25.8,2029,Growing,Stable,9,Short-term (1-2yr),74299,3,2,5,99.9,63.3,54.2,Negative,True,1537.14,Sales,61,6,93.5
56,India,Uttar Pradesh,Tier 2,Mixed,Government & Public Sector,Small,Customer Service,Help Desk Analyst,Senior,45-54,Male,Doctorate,29,Freelance,70,57.9,100.0,81.5,51.9,87.8,39.7,Monthly,False,2018,Scaling,Interpersonal,100.0,100.0,100.0,31.0,34.1,23.7,34,630.09,5,37024,13.4,52.8,56.3,54.0,87.9,127.4,45.3,67.6,21.5,2024,Declining,High Growth,12,Short-term (1-2yr),43905,4,2,2,100.0,65.5,57.9,Negative,False,2.71,Design,18,9,41.3
57,India,Karnataka,Tier 1,Tech Hub,Healthcare,Startup,Human Resources,Talent Acquisition Lead,Junior,25-34,Male,Master,3,Freelance,34,45.7,100.0,69.5,28.4,73.4,71.4,Weekly,True,2020,Optimized,Interpersonal,45.8,69.3,62.2,30.7,46.9,40.1,48,111.14,0,19245,13.2,45.5,36.3,93.6,69.6,137.2,53.0,100.0,9.8,2020,Stable,High Growth,9,Long-term (5-10yr),23429,2,2,4,87.6,71.8,78.6,Negative,False,0.36,Operations,4,6,69.9
58,India,Karnataka,Tier 1,Tech Hub,Education,Large,Sales & Marketing,Content Strategist,Senior,35-44,Male,Master,15,Full-time,54,37.7,100.0,80.2,37.3,100.0,71.1,Weekly,True,2015,Scaling,Interpersonal,86.4,98.2,92.3,58.6,18.3,15.5,33,6972.84,4,38462,13.7,72.0,31.9,100.0,66.9,125.1,38.4,74.6,17.5,2023,Declining,Growing,12,Stable,40152,4,5,4,78.6,71.2,55.9,Positive,True,531.98,Research,80,6,74.8
59,India,Haryana,Tier 1,Tech Hub,Energy & Utilities,Large,Sales & Marketing,SEO Specialist,Mid,25-34,Male,Master,4,Part-time,62,54.1,100.0,86.4,22.2,89.5,78.6,Rarely,False,2020,Scaling,Interpersonal,69.3,84.7,94.4,68.8,21.7,31.2,91,6234.34,2,32596,12.3,41.7,14.2,100.0,68.3,120.2,67.6,63.9,24.8,2030,Declining,Growing,11,Short-term (1-2yr),37879,3,3,4,100.0,71.6,47.2,Neutral,False,272.44,Design,57,6,80.8
60,India,Madhya Pradesh,Tier 2,Industrial,Government & Public Sector,Medium,Administrative & Support,Administrative Assistant,Mid,18-24,Male,High School,0,Freelance,0,80.4,92.1,52.5,78.5,89.6,68.4,Never,True,2021,AI-Native,Interpersonal,51.8,56.0,45.1,49.0,75.6,69.2,36,1948.04,1,11372,1.3,30.2,64.3,100.0,54.3,109.7,37.7,63.4,20.4,2022,Declining,Declining,7,Medium-term (3-5yr),14472,3,3,5,95.3,66.6,46.9,Positive,False,47.85,Design,53,10,70.9
61,India,Tamil Nadu,Tier 1,Tech Hub,Healthcare,Medium,Research & Development,Product Manager,Lead,45-54,Male,Bachelor,30,Full-time,19,16.7,100.0,79.7,35.5,73.3,38.4,Rarely,False,2015,Pre-AI,Technical,97.8,78.9,98.1,60.8,4.9,8.6,92,2802.23,6,61081,7.6,78.1,7.7,73.3,76.6,106.7,61.5,100.0,22.7,2021,High Growth,Growing,16,Stable,57517,4,5,3,67.7,58.4,54.0,Neutral,False,26.65,Sales,50,6,48.5
62,India,Andhra Pradesh,Tier 2,Tech Hub,Government & Public Sector,Small,Operations & Logistics,Logistics Coordinator,Senior,35-44,Female,High School,18,Full-time,80,59.4,83.9,97.7,39.2,67.1,42.2,Monthly,False,2019,AI-Native,Manual,72.7,81.5,93.9,42.0,46.3,47.3,71,1170.1,4,35339,16.3,64.6,48.5,65.1,58.3,127.9,39.8,63.0,18.5,2024,Stable,Growing,14,Immediate,37746,3,3,3,79.1,69.1,55.9,Positive,False,1.45,Finance,7,5,50.4
63,India,Gujarat,Tier 1,Industrial,Retail & E-commerce,Enterprise,Human Resources,Talent Acquisition Lead,Lead,25-34,Female,Bachelor,11,Full-time,55,34.8,95.1,68.7,50.4,90.1,84.0,Hourly,False,2027,Early Adoption,Interpersonal,82.4,92.1,100.0,40.2,34.5,25.3,139,13912.51,3,55750,11.3,66.5,24.1,76.3,55.6,129.6,30.6,82.7,23.8,2027,Growing,Growing,11,Long-term (5-10yr),76303,4,2,5,97.9,83.3,87.0,Very Negative,True,2798.24,Legal,122,13,87.7
64,UAE,Sharjah,Secondary,Industrial,Technology,Large,Human Resources,Training Specialist,Executive,25-34,Male,Bachelor,20,Full-time,80,28.0,90.4,83.2,43.1,56.3,92.0,Weekly,True,2021,Early Adoption,Managerial,100.0,100.0,100.0,65.7,9.8,25.9,111,18336.79,6,335128,4.3,71.6,13.2,77.9,73.6,150.0,15.8,81.1,31.8,2021,Stable,Growing,15,Short-term (1-2yr),353878,1,5,5,100.0,81.3,90.3,Very Positive,False,1609.01,Administration,82,8,83.5
65,India,Karnataka,Tier 1,Tech Hub,Finance & Banking,Large,Operations & Logistics,Logistics Coordinator,Entry,25-34,Female,Bachelor,4,Full-time,17,79.8,98.7,69.4,64.3,98.9,60.9,Monthly,False,2023,AI-Native,Manual,62.9,50.1,71.2,47.9,43.6,50.7,65,6183.19,1,13923,4.0,27.6,64.3,89.6,70.3,105.9,48.6,69.0,27.0,2023,Declining,Declining,7,Short-term (1-2yr),19457,4,3,4,89.5,92.9,34.5,Positive,True,113.98,Customer Support,85,5,76.7
66,India,Tamil Nadu,Tier 1,Tech Hub,Finance & Banking,Large,Human Resources,HR Coordinator,Manager,45-54,Male,Bachelor,32,Contract,45,63.9,87.7,63.4,50.8,66.7,64.7,Daily,False,2023,AI-Native,Managerial,100.0,100.0,100.0,76.0,10.1,8.5,79,8356.41,6,98378,8.4,60.8,59.0,68.9,70.2,144.9,36.6,75.9,35.8,2023,Growing,Declining,11,Long-term (5-10yr),98421,4,3,4,91.0,58.9,51.9,Very Positive,False,138.93,Sales,78,7,51.2
67,UAE,Fujairah,Secondary,Industrial,Professional Services,Enterprise,Engineering & Technical,Network Engineer,Senior,25-34,Male,Bachelor,11,Full-time,40,45.4,100.0,67.8,27.9,83.3,99.4,Daily,True,2021,AI-Native,Technical,90.2,78.0,70.6,51.0,2.0,22.3,110,25000.0,3,96901,6.6,59.5,43.7,100.0,54.0,96.7,36.1,85.1,25.8,2021,Stable,Stable,15,Medium-term (3-5yr),106821,1,4,4,89.7,69.7,60.1,Neutral,False,3486.83,Design,151,6,97.9
68,UAE,Abu Dhabi,Major,Administrative,Transportation & Logistics,Enterprise,Sales & Marketing,Digital Marketing Specialist,Junior,35-44,Male,Bachelor,16,Full-time,67,57.5,84.9,89.9,37.9,83.9,86.2,Never,True,2025,Optimized,Interpersonal,62.9,79.1,72.7,49.9,30.7,36.0,95,25000.0,4,67228,5.4,65.2,35.3,93.7,80.8,122.2,42.9,71.0,23.2,2027,Declining,Stable,6,Immediate,80231,3,2,4,100.0,66.6,85.8,Neutral,False,3833.72,Finance,66,9,93.4
69,India,Maharashtra,Tier 1,Financial Center,Technology,Enterprise,Operations & Logistics,Supply Chain Manager,Director,25-34,Male,Master,17,Full-time,39,50.7,98.7,72.1,31.7,73.8,86.6,Weekly,True,2017,Optimized,Manual,100.0,98.8,100.0,89.9,3.9,8.0,89,14335.99,4,139369,6.4,58.5,30.7,90.3,67.0,132.5,43.7,77.5,30.4,2021,Growing,Declining,14,Immediate,166707,4,4,4,93.7,91.7,32.2,Neutral,True,2234.48,Sales,151,9,73.4
70,UAE,Abu Dhabi,Major,Administrative,Retail & E-commerce,Enterprise,Engineering & Technical,Security Engineer,Mid,35-44,Female,Bachelor,15,Full-time,62,19.1,100.0,94.0,9.5,77.7,86.7,Never,True,2015,Early Adoption,Technical,83.9,66.8,78.5,59.0,19.7,30.8,113,25000.0,4,74585,8.5,80.9,29.3,80.9,82.0,122.2,57.4,100.0,24.2,2023,Stable,High Growth,11,Stable,82481,3,4,3,54.8,88.7,62.8,Positive,False,5000.0,Administration,125,9,100.0
71,UAE,Ras Al Khaimah,Secondary,Industrial,Education,Large,Engineering & Technical,Software Engineer,Mid,45-54,Female,Master,30,Full-time,37,24.4,87.7,92.7,12.2,59.4,88.9,Monthly,True,2024,Early Adoption,Technical,95.2,63.1,100.0,92.4,0.0,14.1,64,18776.29,6,71298,12.1,64.9,19.3,100.0,76.4,123.2,65.4,92.5,26.2,2024,Growing,Declining,18,Stable,61626,4,4,2,100.0,95.4,60.8,Neutral,False,368.97,Finance,108,10,76.1
72,India,Uttar Pradesh,Tier 2,Mixed,Retail & E-commerce,Medium,Operations & Logistics,Supply Chain Manager,Senior,25-34,Female,Bachelor,6,Full-time,76,49.2,100.0,67.5,43.0,88.7,38.3,Monthly,False,2021,Scaling,Manual,72.6,73.0,66.3,56.0,48.8,56.1,48,4075.87,2,28672,10.3,51.7,57.5,82.3,53.4,110.5,15.4,86.5,10.2,2021,Growing,Declining,11,Medium-term (3-5yr),29602,4,4,3,89.5,68.3,73.7,Positive,True,15.67,Customer Support,50,4,62.1
73,UAE,Dubai,Major,Financial Center,Finance & Banking,Enterprise,Human Resources,Recruiter,Mid,25-34,Male,Professional,10,Full-time,27,64.8,94.3,73.2,49.3,100.0,85.7,Daily,True,2026,Scaling,Interpersonal,75.1,97.1,94.0,75.9,0.0,20.6,139,25000.0,3,104184,2.8,45.3,43.3,91.2,56.7,122.6,38.5,64.0,32.1,2026,Declining,Growing,3,Stable,155684,4,4,5,94.3,69.9,58.8,Positive,False,2508.84,Marketing,72,7,99.1
74,India,Punjab,Tier 2,Mixed,Manufacturing,Large,Sales & Marketing,Brand Manager,Mid,25-34,Male,Bachelor,6,Full-time,38,30.6,100.0,76.4,8.4,80.2,77.2,Hourly,True,2022,Scaling,Interpersonal,46.7,67.8,71.9,36.2,64.1,37.8,52,7319.94,2,18947,15.0,66.0,19.5,75.1,60.4,120.8,57.0,83.9,11.1,2030,Growing,Stable,11,Medium-term (3-5yr),28172,2,2,5,75.7,83.4,64.7,Neutral,False,402.43,Data Science,98,14,61.9
75,India,Uttar Pradesh,Tier 2,Mixed,Finance & Banking,Startup,Customer Service,Customer Service Representative,Mid,25-34,Male,Bachelor,8,Full-time,39,82.9,59.7,54.2,84.3,48.0,68.8,Weekly,True,2021,Optimized,Interpersonal,75.0,78.9,47.1,37.6,74.0,71.7,62,434.95,1,25349,8.5,51.7,46.6,83.9,43.0,125.3,17.4,79.1,16.6,2026,Growing,Stable,1,Medium-term (3-5yr),31678,5,3,5,78.8,64.0,54.1,Neutral,True,0.53,Research,9,9,65.1
76,India,Karnataka,Tier 1,Tech Hub,Technology,Startup,Creative & Design,Copywriter,Mid,35-44,Male,Associate,13,Full-time,38,58.7,100.0,79.6,30.3,85.8,73.2,Weekly,False,2020,Scaling,Creative,70.1,61.6,71.2,22.9,48.0,45.4,58,1205.85,4,35250,4.0,67.9,63.0,74.2,59.3,110.8,61.2,63.5,14.5,2020,Growing,Stable,9,Medium-term (3-5yr),45912,5,3,3,95.6,78.1,52.1,Negative,True,0.26,Legal,10,9,77.4
77,India,Tamil Nadu,Tier 1,Tech Hub,Technology,Large,Human Resources,HR Manager,Manager,18-24,Male,Master,6,Contract,0,23.1,100.0,76.7,24.4,75.2,98.6,Rarely,True,2020,Scaling,Interpersonal,96.5,100.0,94.7,70.7,14.3,14.8,47,9217.58,1,86484,16.7,76.4,19.2,92.4,81.0,150.0,60.9,90.5,32.1,2022,Stable,Stable,14,Medium-term (3-5yr),78363,2,4,4,100.0,79.3,53.0,Very Negative,False,423.1,Data Science,63,12,98.1
78,India,West Bengal,Tier 1,Mixed,Transportation & Logistics,Medium,Finance & Accounting,Controller,Senior,18-24,Male,Master,1,Full-time,61,44.6,92.2,71.4,24.5,89.3,80.6,Rarely,True,2020,Optimized,Analytical,75.8,73.4,83.9,69.5,5.6,12.6,32,3796.27,0,30667,9.3,54.3,24.5,94.3,60.5,126.3,45.8,73.7,20.7,2022,Growing,Growing,11,Stable,39380,3,3,2,100.0,55.4,26.8,Positive,True,21.11,Research,39,10,90.7
79,India,Delhi NCT,Metro,Administrative,Technology,Small,Sales & Marketing,Sales Representative,Entry,25-34,Male,Bachelor,0,Full-time,45,28.6,100.0,98.1,7.9,92.3,58.7,Weekly,True,2020,Scaling,Interpersonal,50.1,50.8,63.4,28.7,27.7,25.1,28,0.0,1,12666,8.3,92.0,44.8,90.0,83.6,106.5,31.4,78.7,17.7,2020,Growing,Growing,18,Medium-term (3-5yr),11468,4,3,4,94.8,100.0,63.8,Very Positive,False,1.19,Finance,24,5,57.0
80,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Large,Sales & Marketing,Marketing Manager,Senior,45-54,Female,Professional,37,Freelance,68,47.8,90.2,89.6,53.2,76.2,89.0,Never,True,2023,Scaling,Interpersonal,100.0,100.0,100.0,87.0,11.1,25.2,110,19739.03,7,125654,12.3,55.1,38.6,80.3,83.0,138.2,41.4,100.0,29.0,2027,High Growth,Stable,12,Medium-term (3-5yr),159476,3,3,3,92.8,76.1,100.0,Positive,False,1091.47,Design,25,12,100.0
81,India,Karnataka,Tier 1,Tech Hub,Finance & Banking,Startup,Finance & Accounting,Bookkeeper,Lead,35-44,Male,Master,24,Full-time,0,94.8,98.0,86.6,81.1,70.9,63.6,Monthly,True,2021,Optimized,Analytical,100.0,100.0,100.0,91.1,22.6,46.4,66,902.05,4,97041,2.6,47.3,49.7,100.0,63.0,136.3,27.0,69.8,34.7,2021,Growing,Declining,1,Immediate,139923,5,3,4,84.5,62.2,41.7,Positive,False,0.75,Administration,11,7,83.7
82,India,Andhra Pradesh,Tier 2,Tech Hub,Finance & Banking,Enterprise,Sales & Marketing,Account Manager,Senior,25-34,Male,Master,0,Full-time,74,43.1,70.5,100.0,61.3,62.1,74.4,Weekly,False,2018,Early Adoption,Interpersonal,68.7,85.1,82.0,40.3,29.1,24.9,105,11735.43,0,43244,4.3,53.2,30.0,85.3,54.6,124.6,20.3,66.0,18.8,2028,Stable,Stable,13,Medium-term (3-5yr),43657,2,3,5,93.6,64.1,100.0,Very Positive,True,366.99,Data Science,188,12,66.6
83,India,Telangana,Tier 1,Tech Hub,Education,Startup,Administrative & Support,Executive Assistant,Senior,45-54,Male,Bachelor,31,Part-time,22,72.2,69.5,91.8,57.9,56.5,54.0,Monthly,False,2023,Early Adoption,Interpersonal,92.1,92.8,90.6,62.6,17.3,30.6,63,571.36,8,47121,3.1,58.7,66.9,64.2,60.3,124.8,32.7,68.5,33.0,2023,Declining,Stable,6,Medium-term (3-5yr),67041,5,2,3,100.0,63.1,42.3,Neutral,True,0.46,Design,12,9,54.5
84,India,Tamil Nadu,Tier 1,Tech Hub,Technology,Large,Administrative & Support,Virtual Assistant,Junior,55-64,Female,Master,32,Full-time,44,70.0,96.3,72.9,57.7,76.6,80.2,Weekly,True,2019,Early Adoption,Interpersonal,81.0,75.9,94.2,55.3,27.1,52.4,48,7071.11,6,35432,12.7,61.4,40.3,72.2,63.0,120.3,39.4,88.0,26.8,2025,Growing,Growing,7,Medium-term (3-5yr),39107,5,4,3,75.3,72.5,47.2,Very Positive,False,565.48,Administration,71,6,92.5
85,India,Maharashtra,Tier 1,Financial Center,Government & Public Sector,Small,Operations & Logistics,Supply Chain Manager,Senior,35-44,Male,Bachelor,15,Part-time,17,48.7,100.0,72.3,31.5,77.2,30.2,Never,True,2028,Scaling,Manual,88.5,84.3,89.2,55.7,25.8,40.3,43,275.69,3,38449,10.8,65.9,41.0,84.7,85.8,117.9,59.5,74.8,18.8,2028,Growing,Growing,13,Medium-term (3-5yr),53386,5,4,4,94.1,89.4,62.7,Very Negative,False,1.19,Operations,17,6,38.6
86,India,Tamil Nadu,Tier 1,Tech Hub,Energy & Utilities,Medium,Research & Development,R&D Engineer,Senior,45-54,Female,Bachelor,24,Full-time,47,31.1,100.0,93.1,16.6,85.8,71.9,Weekly,False,2022,Optimized,Technical,92.0,82.5,100.0,52.6,16.4,12.7,84,2106.54,4,55145,12.6,62.0,24.9,89.3,75.9,115.0,54.3,68.0,19.0,2022,Growing,High Growth,15,Stable,57056,4,4,4,88.1,25.8,44.7,Positive,False,45.95,Data Science,39,9,78.9
87,UAE,Ajman,Secondary,Mixed,Retail & E-commerce,Medium,Customer Service,Help Desk Analyst,Mid,35-44,Male,Professional,15,Full-time,42,92.2,100.0,55.3,53.3,83.8,74.8,Monthly,True,2018,Optimized,Interpersonal,96.3,92.8,100.0,29.5,40.8,45.7,77,6355.49,3,76164,6.1,35.6,62.6,74.6,58.1,126.5,39.8,66.0,15.8,2024,Declining,Stable,5,Medium-term (3-5yr),115655,5,2,4,100.0,37.3,65.1,Negative,True,70.79,Data Science,18,12,61.7
88,India,Uttar Pradesh,Tier 2,Mixed,Technology,Large,Creative & Design,Video Editor,Entry,35-44,Female,Bachelor,14,Gig,13,44.8,83.3,100.0,36.5,81.1,79.3,Hourly,True,2018,Scaling,Creative,58.7,56.4,62.0,28.6,55.1,35.5,41,7983.52,3,14626,1.0,69.6,32.1,96.9,61.7,118.7,17.9,67.6,11.7,2024,Declining,Declining,10,Short-term (1-2yr),20381,3,4,4,75.4,70.2,66.9,Neutral,False,428.42,Operations,28,4,67.5
89,UAE,Sharjah,Secondary,Industrial,Finance & Banking,Medium,Creative & Design,Creative Director,Lead,25-34,Male,Bachelor,11,Part-time,0,16.2,100.0,60.1,13.2,72.8,54.1,Weekly,False,2016,Scaling,Creative,54.2,80.9,87.7,52.3,37.6,28.5,45,4815.29,2,130637,9.4,85.4,0.0,93.7,77.2,115.0,59.2,80.8,24.3,2022,Growing,Growing,18,Stable,147012,3,5,5,100.0,97.2,58.4,Positive,True,52.06,Human Resources,15,7,52.4
90,India,Tamil Nadu,Tier 1,Tech Hub,Transportation & Logistics,Enterprise,Administrative & Support,Receptionist,Senior,35-44,Female,Professional,18,Part-time,34,91.0,83.1,69.1,100.0,86.2,89.0,Daily,True,2026,Scaling,Interpersonal,97.1,80.9,99.9,63.7,31.9,54.6,78,14946.05,4,46236,9.3,28.4,59.5,94.3,61.7,132.1,26.1,38.7,34.1,2026,Growing,Stable,2,Immediate,68523,5,3,4,98.1,91.1,43.7,Neutral,False,975.97,Finance,38,13,91.3
91,UAE,Abu Dhabi,Major,Administrative,Manufacturing,Enterprise,Engineering & Technical,DevOps Engineer,Mid,35-44,Male,Associate,10,Full-time,68,34.8,89.7,93.5,37.7,83.9,98.6,Daily,True,2019,Optimized,Technical,80.2,81.9,98.2,53.0,32.6,33.0,122,25000.0,2,71879,11.5,76.3,0.0,86.6,84.1,118.2,53.3,84.8,25.6,2020,Stable,High Growth,12,Medium-term (3-5yr),70786,4,4,3,90.4,70.8,87.4,Neutral,False,5000.0,Design,191,9,100.0
92,UAE,Dubai,Major,Financial Center,Healthcare,Large,Research & Development,Patent Analyst,Mid,25-34,Male,Master,3,Full-time,63,46.3,100.0,100.0,48.1,90.7,88.9,Daily,True,2022,Optimized,Technical,63.4,64.0,60.7,45.3,34.1,35.4,153,18875.71,0,86366,10.2,47.0,55.2,90.9,76.0,128.7,32.0,86.9,29.3,2026,Stable,Stable,10,Long-term (5-10yr),109933,4,4,4,100.0,51.9,36.5,Very Positive,True,665.33,Sales,57,15,86.4
93,India,Tamil Nadu,Tier 1,Tech Hub,Manufacturing,Small,Research & Development,Principal Scientist,Junior,55-64,Female,Associate,33,Full-time,34,21.1,100.0,93.3,25.3,89.7,50.3,Weekly,True,2016,Early Adoption,Technical,62.0,60.8,86.2,41.3,26.0,30.4,44,1710.51,8,22488,13.5,67.6,13.5,77.5,65.8,135.2,47.3,57.4,18.2,2028,Growing,Stable,13,Medium-term (3-5yr),25197,5,4,3,100.0,59.7,46.8,Positive,True,1.64,Sales,5,3,71.7
94,UAE,Abu Dhabi,Major,Administrative,Manufacturing,Small,Creative & Design,Creative Director,Mid,35-44,Female,Professional,22,Part-time,45,1.6,100.0,100.0,0.0,73.2,52.1,Monthly,True,2017,Optimized,Creative,95.5,85.5,100.0,79.7,1.7,2.1,57,717.32,5,111736,11.6,88.2,0.0,96.6,83.5,150.0,64.3,100.0,24.8,2026,Growing,Growing,18,Long-term (5-10yr),128360,2,4,5,86.5,100.0,59.5,Positive,False,10.44,Human Resources,10,7,71.6
95,India,Telangana,Tier 1,Tech Hub,Transportation & Logistics,Large,Sales & Marketing,Digital Marketing Specialist,Manager,25-34,Female,Master,11,Full-time,52,46.0,90.9,63.9,31.7,68.8,73.0,Monthly,True,2016,Scaling,Managerial,83.1,100.0,95.9,73.4,9.4,12.5,59,7506.85,2,67089,9.8,70.0,36.5,80.7,85.8,127.7,49.5,70.6,35.4,2024,Declining,Stable,8,Medium-term (3-5yr),83360,4,3,4,100.0,89.9,82.4,Neutral,False,207.66,Human Resources,96,4,69.2
96,India,Madhya Pradesh,Tier 2,Industrial,Professional Services,Medium,Research & Development,Patent Analyst,Senior,35-44,Female,Master,18,Full-time,58,48.8,79.2,64.6,29.3,67.2,68.6,Weekly,True,2023,Scaling,Technical,87.6,100.0,86.8,53.2,34.1,35.9,59,1757.34,6,35978,10.0,43.5,27.7,79.1,61.6,144.4,25.2,67.9,18.5,2023,Growing,High Growth,8,Stable,39081,3,4,3,97.2,43.0,51.5,Positive,False,50.99,Research,15,13,47.9
97,India,Tamil Nadu,Tier 1,Tech Hub,Manufacturing,Large,Human Resources,Compensation Analyst,Mid,55-64,Male,Master,36,Full-time,20,50.9,84.1,100.0,52.3,80.8,53.9,Daily,False,2022,Scaling,Interpersonal,95.4,100.0,100.0,88.0,5.4,13.2,78,6682.41,11,34919,8.0,58.3,44.7,74.2,56.3,122.1,35.8,83.4,28.6,2029,Growing,Declining,10,Medium-term (3-5yr),46116,5,4,2,90.1,68.4,69.8,Positive,False,352.93,Finance,114,10,47.2
98,India,Odisha,Tier 2,Industrial,Education,Startup,Research & Development,Innovation Manager,Mid,45-54,Male,Doctorate,26,Full-time,7,6.4,100.0,88.6,0.0,95.9,46.9,Rarely,True,2022,Optimized,Technical,86.7,100.0,98.2,32.6,17.1,2.7,45,0.0,8,29142,5.7,80.4,0.0,77.3,80.8,135.7,10.3,80.2,10.2,2022,Stable,Growing,15,Stable,31263,4,4,5,100.0,77.0,42.7,Positive,False,0.48,Operations,8,2,52.0
99,India,Telangana,Tier 1,Tech Hub,Technology,Medium,Research & Development,Research Scientist,Senior,25-34,Male,Master,8,Full-time,26,8.3,100.0,100.0,5.8,71.8,94.9,Monthly,True,2020,Scaling,Technical,98.8,74.3,83.1,57.7,11.2,3.1,79,3243.86,1,54130,5.3,65.7,10.5,85.4,98.0,124.8,28.9,70.4,29.5,2025,Declining,High Growth,18,Medium-term (3-5yr),62515,2,5,3,100.0,73.3,71.0,Positive,False,59.98,Engineering,9,12,91.8
100,UAE,Dubai,Major,Financial Center,Healthcare,Medium,Administrative & Support,Administrative Assistant,Lead,18-24,Male,Bachelor,4,Full-time,14,79.7,93.9,71.0,57.3,84.7,91.4,Daily,False,2022,Scaling,Interpersonal,82.5,89.6,81.7,70.0,17.6,51.4,59,7691.63,1,120786,8.7,48.1,51.1,100.0,80.8,115.5,34.9,37.7,27.8,2027,Growing,Declining,1,Medium-term (3-5yr),167462,3,3,4,76.8,60.2,95.6,Neutral,True,63.95,Research,17,8,74.7
101,India,Maharashtra,Tier 1,Financial Center,Manufacturing,Small,Engineering & Technical,Embedded Systems Engineer,Mid,35-44,Female,Master,14,Full-time,0,47.7,100.0,74.1,35.6,76.0,50.1,Monthly,False,2016,Optimized,Technical,85.3,66.4,100.0,69.3,18.4,25.5,17,1301.93,2,31670,9.9,55.2,20.1,75.8,74.9,118.3,67.8,75.1,22.5,2028,Growing,Declining,11,Medium-term (3-5yr),34491,4,4,5,100.0,83.4,71.2,Positive,False,0.6,Design,18,4,66.4
102,India,Haryana,Tier 1,Tech Hub,Transportation & Logistics,Startup,Administrative & Support,Office Manager,Mid,55-64,Female,Master,39,Full-time,15,46.2,98.6,98.9,50.9,88.6,50.1,Monthly,False,2017,Scaling,Interpersonal,88.6,93.5,100.0,72.9,0.0,6.1,34,0.0,8,38036,7.1,65.9,36.3,72.5,82.0,130.5,55.5,85.1,26.6,2027,Stable,Stable,13,Medium-term (3-5yr),48401,5,4,3,65.5,100.0,46.5,Neutral,False,0.69,Finance,4,3,58.9
